Company Name,Ticker,Optionable,Market Cap ,Avg Volume,Sector,Industry,Last Close,Beta,52 Week High,52 Week Low
Ford Motor Company,F,YES,43865.8,37277672,Auto-Tires-Trucks,Automotive - Domestic,11.04,1.05,13.23,10.24
First American Corporation (The),FAF,YES,6020.7,712145,Finance,Insurance - Property and Casualty,54.26,0.76,62.09,39.52
"FalconStor Software, Inc.",FALC,YES,4.06,103097.2,Computer and Technology,Computer - Networking,0.091,0.39,0.78,0.07
"Diamondback Energy, Inc.",FANG,YES,12588.97,1908408.75,Oils-Energy,Oil and Gas - Exploration and Production - United States,128.24,0.83,133.23,84.87
Fanhua Inc.,FANH,YES,1575.19,206336.25,Finance,Insurance - Brokerage,27.04,1.65,33.55,7.69
"FARO Technologies, Inc.",FARO,YES,1074.79,80991.5,Computer and Technology,Computer - Integrated Systems,63.4,1.43,64.4,32.6
Direxion Daily Financial Bull 3x Shares,FAS,YES,2010.92,2047642.75,Finance,Financial - Investment Funds,64.66,3.26,81.71,41.68
Fastenal Company,FAST,YES,14490.88,3739628,Retail-Wholesale,Building Products - Retail,50.37,0.99,58.36,39.97
"Fate Therapeutics, Inc.",FATE,YES,594.74,504792.59,Medical,Medical - Biomedical and Genetics,11.27,1.74,13.77,2.6
"Facebook, Inc.",FB,YES,481765.19,37271072,Computer and Technology,Internet - Services,165.84,0.79,193.09,143.68
"Flagstar Bancorp, Inc.",FBC,YES,1926.57,231252.5,Finance,Financial - Savings and Loan,33.61,1.21,39.24,28.38
"Fortune Brands Home & Security, Inc.",FBHS,YES,8700.68,1489368.5,Industrial Products,Security and Safety Services,57.26,1.39,73.13,57.1
"Fortress Biotech, Inc.",FBIO,YES,223.96,122825.5,Medical,Medical - Biomedical and Genetics,4.23,0.23,5.35,3.15
"First Business Financial Services, Inc.",FBIZ,YES,226.22,7945.35,Finance,Banks - Midwest,25.81,0.91,28.31,20.79
First Bancorp,FBNC,YES,1092.66,64856.3,Finance,Banks - Southeast,36.86,1.11,38.82,27.76
"First Connecticut Bancorp, Inc.",FBNK,YES,411.43,18860.4,Finance,Banks - Northeast,25.75,0.56,28.35,23.3
First BanCorp.,FBP,YES,1472.85,1629437.25,Finance,Banks - Southeast,6.81,1.78,6.85,4.66
Franklin Covey Company,FC,YES,352.69,49822.15,Business Services,Consulting Services,25.45,1.13,30.45,17.5
Fiat Chrysler Automobiles N.V.,FCAU,YES,46679.27,4347157,Auto-Tires-Trucks,Automotive - Foreign,23.95,2.07,24.81,10.09
"FCB Financial Holdings, Inc.",FCB,YES,2605.16,420144.81,Finance,Banks - Southeast,58.25,1.34,58.25,40.6
